,API Name,Api Url,Api Description,Api Category
618,JOLO SMS API,/api/jolo-sms," JOLO is an India-based provider of messaging, web hosting, and recharging services. JOLO provides an SMS API that allows users to integrate SMS capabilities into their website or application. This...", Messaging
619,Gradwell SMS API,/api/gradwell-sms," Gradwell is a communication technology company that provides a variety of services that include broadband internet access, business phone services, email hosting, web hosting, and a computer hardware...", Messaging
620,Openpay API,/api/openpay," Openpay is an integrated service solution for Latin America that allows users to accept and send payments online without dealing with banking systems, compliance, fraud, and security.
The Openpay...", Payments
621,Moltin V1 API,/api/moltin-v1," Unified APIs for inventory, carts, the checkout process, payments and more, so you can focus on creating seamless customer experiences at any scale.
Moltin is a SaaS cloud based eCommerce platform...", eCommerce
622,Gittip API,/api/gittip," Gittip is a weekly crowdfunding ""gifting"" platform. Users of Gittip can send and received weekly payments to and from other Gittip users.
The Gittip API allows developers to access and integrate...", Payments
623,PC Monitor API,/api/pc-monitor," PC Monitor provides a system and features to remotely monitor and control IT systems from smartphones and tablets.
The PC Monitor API allows developers to access and integrate the functionality of...", Security
624,Newslookup.com API,/api/newslookupcom," Newslookup.com is a news search engine, news aggregator, and news provider. Newslookup.com crawls the web for news stories and compiles them into one place in various feeds.
The Newslookup.com API...", News Services
625,Vault of Satoshi API,/api/vault-satoshi, Vault of Satoshi is an exchange and trading platform for Bitcoins and other crypto currencies like Litecoin and Peercoin. Vault of Satoshi allows users to trade fiat currency for crypto currencies..., Financial
626,Pingboard API,/api/pingboard," Pingboard is an office management software solution. Pingboard offers office managers an application to manage employees, office information, and project information.
The Pingboard API allows...", Office
627,SMSCluster API,/api/smscluster," SMSCluster is an international SMS marketing service that enables users to send bulk SMS to recipients anywhere in the world. It can be used to send alerts, run a marketing campaign, celebrate an...", Messaging
628,360 Technologies Bulk SMS API,/api/360-technologies-bulk-sms, 360 Technologies is a software and hardware company that provides its customers with bulk SMS services. These services can be integrated programmatically with other websites and applications via REST..., Messaging
629,Wholesale SMS API,/api/wholesale-sms," Wholesale SMS is a UK-based provider of cheap bulk SMS services. These come with a wide range of useful features, including the ability to create and use templates, future message scheduling,...", Messaging
630,Sampark SMS API,/api/sampark-sms," Sampark SMS provides bulk SMS services for businesses, schools, colleges, and other such organizations. It is designed to help keep in touch with existing clients and cultivate new leads. The Sampark...", Messaging
631,Category,/category/all/apis?page=527&order=field_article_primary_category&sort=asc,N/A,N/A
632,Tagove JavaScript API,/api/tagove-javascript," The Tagove JavaScript API integrates chat box features aiming to improve customer support and sales increase. Developers can use video, audio, and text as parameters, insert a widget for a one click...", Chat
633,Tagove Web API,/api/tagove-web," The Tagove Web API returns data with chat features including visitor, recording, messaging, and history. Developers can use API Key for each method call, authenticate for all requests, and make...", Chat
634,HappyFox JavaScript API,/api/happyfox-javascript," The HappyFox JavaScript API returns customer data including name, email, and phone number by sending a signed-in username and email. Developers can authenticate with token to make calls that return...", Chat
635,ASP.Net Boilerplate API,/api/aspnet-boilerplate," The ASP.Net Boilerplate API can be used to create localization applications in more than one language. It includes a framework in .NET, sample codes, and interaction with additional frameworks such...", Framework
636,Ambrosus Gateway API,/api/ambrosus-gateway, The Ambrosus Gateway API is based on two types of resources that includes; Assets and Events. This is an Alpha release of the Ambrosus gateway that may change until the Beta release in Spring 2018..., Internet of Things
637,CoinEx API,/api/coinex, CoinEx is a global digital coin exchange. The CoinEx API allows you to integrate cryptocurrency trading tools in your apps. It is a RESTful platform that conveys requests and responses in JSON format., Cryptocurrency
638,Install IPA API,/api/install-ipa," The Install IPA API creates OTA (Over the Air) installation links for iOS Apps. This allows iOS apps to be installed by clicking a link, rather than uploading the app via USB in iTunes. This is...", Mobile
639,ChangeNOW Exchanger API,/api/changenow-exchanger, The ChangeNOW Exchanger API allows applications to be integrated with cryptocurrency exchange services. Developers can easily integrate the system of cryptocurrency exchange with the API. ChangeNOW..., Blockchain
640,Cryptopia Exchange API,/api/cryptopia-exchange, Cryptopia is a crypto currency marketplace. The Cryptopia Exchange API allows you to integrate crypto currency trading features in third-party applications., Cryptocurrency
641,SerpWow API,/api/serpwow," SerpWow is a robust, realtime API to return Google Search Results returning easy to understand JSON...", SEO
642,Category,/category/all/apis?page=528&order=field_article_primary_category&sort=asc,N/A,N/A
643,SMSPinoy API,/api/smspinoy, SMSPinoy provides 2-way SMS services that users can integrate into their own applications via JSON API. Users may schedule messages to be sent out at a later date and time. SMSPinoy also allows users..., Messaging
